idx,smiles,homolumogap
13137,C=CC1=NOCC1,12.51061
17069,O=c1cccccn1,10.16691
18366,C=C(COC)NC=O,13.52721
24502,CC1N(C)C1(C)C=O,14.27688
20933,NC=CC(=O)C=CN,11.5808
43926,CC1CC(=N)N(C)C1,14.73566
7145,CCC(=N)N(O)C=O,13.95633
40353,O=C1CNC(=O)C1,14.59389
4708,CC=CNC(N)=O,13.56885
1390,C=C(C)C(=O)NO,13.43796
16323,C=NN1CS(=O)(=O)C1,14.17484
41705,CCC=C(C)C,14.29294
38145,C#CC(C)C=NOC,14.66002
15957,C#CCCC(=N)NN,15.04913
44216,CNC1C=COC1C,14.06518
40317,CC1C=CN(O)C1=O,13.32612
38692,NN=C1CCOC1=O,13.12612
23650,C#CC(C)ONC=O,15.6954
27018,CC=CCC1NC1C,14.68668
41826,C1=C2CCCC2CO1,13.55143
33363,C=C1CC2(C)CC1O2,14.59444
17872,C#CC(C)(O)CC,15.912
20847,C=CC(C)=CCCC,12.19414
9988,C=C(C)C(CN)CO,14.46056
29947,CC1COC(=N)NO1,15.56261
13918,CC=CC1NCC1O,14.12613
36466,C1=CC2C3C=CC2C13,12.42135
37195,C1=NNCCN2CC12,13.35851
11166,N=CNCC1COC1,15.11009
37794,CN=C1CCCN1C,14.21838
17944,C(=NN1CC1)C1CN1,14.24858
43259,CNC(=O)C1OC1C,15.70982
32200,CC(C)=CC(C)(C)C,14.18328
12615,O=CC1C=CC=C1,12.09319
7331,CCC=C(C)C1CN1,14.11851
15541,CC1COCC=CO1,14.37239
15936,C=NNC(=N)C#CC,12.68884
8882,C=NN1CC2NC2C1,13.78654
21462,CC=CC(C)C=CC,13.90844
33232,C=CCC=NN(C)C,13.55361
34810,C=CNC(=O)C=O,11.60583
23080,C=C1CC=C(C)CO1,14.25593
33196,CN=C(C)NC(C)=O,14.02246
43082,CC1=NOC2COC12,14.71008
20596,C#CC(O)C(C)CN,15.69268
40149,C#CCCC(C)(C)O,15.60506
41933,CC1CON=CC1=O,13.28857
13736,CN1CCS(=O)(=O)N1,15.91472
32823,C=CC1=CCC=CO1,11.88774
7306,CCN1C=NCCC1,14.17538
18497,C#CCO,15.55281
22695,C=CC1C(C)CC1C,14.38926
10701,C1=NNCC2OCC12,13.86354
33414,CCC(=CC#N)OC,13.06027
17297,CC(=CNC=O)CN,13.08068
44993,C=C1C=COC1(C)C,11.9838
11797,CC=C1CC(C)CO1,14.02708
30383,CC#CC(O)C(C)C,15.48125
46127,O=CCC1C=CCO1,13.91661
30322,C=C(C)C1CN(C)C1,14.49648
32657,C=NOCCC(C)=O,14.97675
23081,CC1CC(CC=O)N1,14.40341
39599,C=CC(C)(N)C1CC1,14.76968
40281,O=CC1C=CC=NO1,12.41237
548,CC1CNN=COC1,14.1977
7113,C#CC1=CCC(=O)O1,12.41482
21235,C#CC1OC1CC#N,15.56234
1579,C#CCN(C)C(=N)N,15.00832
42487,O=C1CC2CN2C1,14.07416
13471,CN1NCCS1(=O)=O,16.13731
32353,CC1=CC=CC1CO,11.94434
40840,C=CC1(C#N)CCC1,14.63825
12576,NC1CC1S(N)(=O)=O,15.98901
26217,C#CCC#CCC,15.46057
39581,C#CC1(N)CCCC1,15.6603
17420,CC(O)COC(=N)N,15.75526
27893,C#CC(O)S(C)(=O)=O,15.45703
8748,C=CNC=NN=CC,12.19849
24411,CC=CCC=COC,13.72667
10405,C=C(C)C1NC1CC,14.24613
7218,N#CC#CCNC=O,13.96504
45821,N#CC12CCCN1C2,15.81948
22124,CCC(C)CC(=N)N,15.13349
23429,C=CCOC(C)=CC,13.56613
6717,CC=NN=COC=O,13.31143
2285,CC(C)(C)ONC=N,15.69077
8541,C=CNC(=N)CC=O,12.56993
41455,N#CCCCC(N)=O,16.70466
41434,C=CCC1C(C)C1C,14.74872
31726,C=Cc1cc(=O)o[nH]1,11.70352
25930,CCN1N=CCC1=O,13.21048
7506,C#CC1(CO)COC1,15.90819
2765,C=CCC1CN=CN1,13.90001
44156,NCC1CC=CC1,14.57702
30821,CCNN(C=O)CC,15.49676
3673,CN(O)C(=O)CCN,15.58166
44910,C=CC#CC(=O)NC,12.25836
7699,CNC(=N)C1CO1,14.68859
15264,CC(N)=NC(C)C=O,13.96776
17974,CCCC(=O)C1CN1,14.86818
33896,CCCCC(=O)OC,17.31882
32740,C=C(CO)N(C)C=N,13.74028
38016,CC1=C(C)OCC=C1,11.74788
29414,C=C1C=CC(O)CO1,12.03849
40664,C=C(C)C1CCO1,14.6094
23592,C=CCOC(=C)C#N,13.43497
46189,C#CC(C)(N)C#CC,15.04424
44198,O=C1C=CCC1O,13.39905
9899,COC(C)C=NN,14.51199
8261,C=C(C)C1(C)CCN1,14.50165
13531,C#CC#CC1CN1,13.00694
28166,NN=CC1CC(O)C1,14.31335
27065,CC(C)C(=N)NO,15.73241
13130,C#CC1=CC2CC2O1,12.18516
1101,CC1(C)CC=CO1,14.36532
37425,C=c1cc(C)c(=C)o1,10.54487
22980,CC=COC=O,13.88504
8600,O=C1C=CCOC=C1,12.20775
7823,CN1CC1CC=NN,14.44178
42939,CN(C)CCC(N)=O,15.16533
35426,C1=NOC2OCC=C12,12.47714
35192,C#CCC1CCOC1,16.13377
36143,CC(C)C1CN=CN1,14.77702
24917,C=C1C=C(C)CC1,12.05183
27501,CC1C(N)C=CC1O,14.2562
17458,C#CCC(CO)OC,16.11581
22931,CC1=CC(C)C(=N)N1,12.98979
35772,CCN=C1CC=CN1,12.75714
42561,C#CC1C=CCNC1,14.24096
30781,CC=CC(C)(C)N,14.67988
42244,C=CC1CNC(=O)N1,14.73648
37315,C=CC=NN1CCC1,11.91795
30928,C=C(CCC)NC=O,13.52449
19348,CC(C)C=CC1CN1,14.27797
19530,C#CCC#CCCC,15.45594
46168,CC=C1COC(=O)N1,13.65538
42541,CC=C(CN)CO,14.28613
34817,CN(C=O)CC#N,15.66465
14253,CCCC1CC(=O)N1,16.28071
24852,CC#CC1CCC1=O,13.75497
28295,Cc1cn(C=O)cn1,12.30571
26605,C#CC1CN(O)C=N1,14.71879
15219,CC1CC1C(=N)NN,15.07825
13106,CC=CC1OC=CO1,13.50436
28558,CC1NC12CC=CC2,14.60423
